@RELATION dn2a_lag

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE c-3 REAL
@ATTRIBUTE c-2 REAL
@ATTRIBUTE c-1 REAL
@ATTRIBUTE c REAL

@DATA
-2.375830878,-2.707116624,-193.0412785,-196.0447291,-198.9948627,-201.888794
-2.415530263,-2.675400815,-196.0447291,-198.9948627,-201.888794,-204.7236359
-2.454518142,-2.642657675,-198.9948627,-201.888794,-204.7236359,-207.4965007
-2.492753412,-2.608926918,-201.888794,-204.7236359,-207.4965007,-210.2045011
-2.530194977,-2.574248422,-204.7236359,-207.4965007,-210.2045011,-212.8447522
-2.566801775,-2.538662208,-207.4965007,-210.2045011,-212.8447522,-215.4143721
-2.602532792,-2.502208424,-210.2045011,-212.8447522,-215.4143721,-217.9104839
-2.637347081,-2.464927322,-212.8447522,-215.4143721,-217.9104839,-220.3302165
-2.671203784,-2.426859241,-215.4143721,-217.9104839,-220.3302165,-222.670706
-2.704062148,-2.38804459,-217.9104839,-220.3302165,-222.670706,-224.9290975
-2.735881545,-2.348523828,-220.3302165,-222.670706,-224.9290975,-227.1025458
-2.766621491,-2.308337443,-222.670706,-224.9290975,-227.1025458,-229.1882169
-2.796241665,-2.267525937,-224.9290975,-227.1025458,-229.1882169,-231.1832898
-2.824701928,-2.226129804,-227.1025458,-229.1882169,-231.1832898,-233.0849571
-2.851962338,-2.184189514,-229.1882169,-231.1832898,-233.0849571,-234.8904267
-2.877983177,-2.141745491,-231.1832898,-233.0849571,-234.8904267,-236.5969231
-2.902724962,-2.098838097,-233.0849571,-234.8904267,-236.5969231,-238.2016888
-2.926148467,-2.055507612,-234.8904267,-236.5969231,-238.2016888,-239.7019852
-2.94821474,-2.011794217,-236.5969231,-238.2016888,-239.7019852,-241.0950945
-2.968885124,-1.967737973,-238.2016888,-239.7019852,-241.0950945,-242.3783204
-2.988121274,-1.923378804,-239.7019852,-241.0950945,-242.3783204,-243.5489897
-3.005885173,-1.878756478,-241.0950945,-242.3783204,-243.5489897,-244.6044537
-3.022139154,-1.833910591,-242.3783204,-243.5489897,-244.6044537,-245.542089
-3.036845917,-1.788880544,-243.5489897,-244.6044537,-245.542089,-246.3592994
-3.049968545,-1.743705529,-244.6044537,-245.542089,-246.3592994,-247.0535167
-3.061470524,-1.698424511,-245.542089,-246.3592994,-247.0535167,-247.6222019
-3.071315759,-1.653076206,-246.3592994,-247.0535167,-247.6222019,-248.0628469
-3.079468595,-1.607699069,-247.0535167,-247.6222019,-248.0628469,-248.3729753
-3.085893829,-1.562331271,-247.6222019,-248.0628469,-248.3729753,-248.5501437
-3.090556731,-1.517010686,-248.0628469,-248.3729753,-248.5501437,-248.5919431
-3.093423063,-1.471774868,-248.3729753,-248.5501437,-248.5919431,-248.4959999
-3.09445909,-1.426661041,-248.5501437,-248.5919431,-248.4959999,-248.2599772
-3.093631601,-1.381706076,-248.5919431,-248.4959999,-248.2599772,-247.8815758
-3.090907926,-1.336946478,-248.4959999,-248.2599772,-247.8815758,-247.3585356
-3.086255948,-1.292418366,-248.2599772,-247.8815758,-247.3585356,-246.6886366
-3.079644126,-1.248157458,-247.8815758,-247.3585356,-246.6886366,-245.8696999
-3.071041505,-1.204199056,-247.3585356,-246.6886366,-245.8696999,-244.8995893
-3.060417734,-1.160578027,-246.6886366,-245.8696999,-244.8995893,-243.7762117
-3.047743082,-1.11732879,-245.8696999,-244.8995893,-243.7762117,-242.4975188
-3.032988452,-1.074485298,-244.8995893,-243.7762117,-242.4975188,-241.0615079
-3.0161254,-1.032081024,-243.7762117,-242.4975188,-241.0615079,-239.4662229
-2.997126142,-0.990148943,-242.4975188,-241.0615079,-239.4662229,-237.7097556
-2.975963578,-0.948721522,-241.0615079,-239.4662229,-237.7097556,-235.7902462
-2.9526113,-0.907830698,-239.4662229,-237.7097556,-235.7902462,-233.705885
-2.927043608,-0.867507872,-237.7097556,-235.7902462,-233.705885,-231.4549129
-2.899235524,-0.827783886,-235.7902462,-233.705885,-231.4549129,-229.0356225
-2.869162804,-0.788689015,-233.705885,-231.4549129,-229.0356225,-226.446359
-2.836801957,-0.75025295,-231.4549129,-229.0356225,-226.446359,-223.6855213
-2.802130248,-0.712504787,-229.0356225,-226.446359,-223.6855213,-220.7515626
-2.765125722,-0.67547301,-226.446359,-223.6855213,-220.7515626,-217.6429917
-2.725767208,-0.63918548,-223.6855213,-220.7515626,-217.6429917,-214.3583734
-2.684034334,-0.603669425,-220.7515626,-217.6429917,-214.3583734,-210.8963297
-2.639907541,-0.568951421,-217.6429917,-214.3583734,-210.8963297,-207.2555406
-2.593368091,-0.535057386,-214.3583734,-210.8963297,-207.2555406,-203.4347447
-2.544398081,-0.502012564,-210.8963297,-207.2555406,-203.4347447,-199.4327402
-2.492980452,-0.469841517,-207.2555406,-203.4347447,-199.4327402,-195.2483854
-2.439099,-0.43856811,-203.4347447,-199.4327402,-195.2483854,-190.8805998
-2.382738389,-0.408215501,-199.4327402,-195.2483854,-190.8805998,-186.3283645
-2.323884157,-0.378806133,-195.2483854,-190.8805998,-186.3283645,-181.590723
-2.262522726,-0.350361719,-190.8805998,-186.3283645,-181.590723,-176.6667819
-2.198641414,-0.322903238,-186.3283645,-181.590723,-176.6667819,-171.5557116
-2.132228445,-0.296450918,-181.590723,-176.6667819,-171.5557116,-166.2567467
-2.06327295,-0.271024233,-176.6667819,-171.5557116,-166.2567467,-160.7691868
-1.991764984,-0.246641891,-171.5557116,-166.2567467,-160.7691868,-155.092397
-1.91769553,-0.223321825,-166.2567467,-160.7691868,-155.092397,-149.2258085
-1.841056504,-0.201081185,-160.7691868,-155.092397,-149.2258085,-143.1689191
-1.761840768,-0.179936331,-155.092397,-149.2258085,-143.1689191,-136.9212935
-1.680042133,-0.159902824,-149.2258085,-143.1689191,-136.9212935,-130.482564
-1.595655366,-0.140995421,-143.1689191,-136.9212935,-130.482564,-123.8524311
-1.508676194,-0.123228065,-136.9212935,-130.482564,-123.8524311,-117.0306634
-1.419101315,-0.106613878,-130.482564,-123.8524311,-117.0306634,-110.0170984
-1.326928399,-0.091165159,-123.8524311,-117.0306634,-110.0170984,-102.8116429
-1.232156094,-0.076893375,-117.0306634,-110.0170984,-102.8116429,-95.41427287
-1.13478403,-0.063809156,-110.0170984,-102.8116429,-95.41427287,-87.82503444
-1.034812826,-0.05192229,-102.8116429,-95.41427287,-87.82503444,-80.04404362
-0.932244088,-0.041241717,-95.41427287,-87.82503444,-80.04404362,-72.0714868
-0.827080419,-0.031775528,-87.82503444,-80.04404362,-72.0714868,-63.90762098
-0.719325418,-0.023530957,-80.04404362,-72.0714868,-63.90762098,-55.55277391
-0.608983684,-0.016514379,-72.0714868,-63.90762098,-55.55277391,-47.00734429
-0.496060815,-0.01073131,-63.90762098,-55.55277391,-47.00734429,-38.27180192
-0.380563416,-0.006186397,-55.55277391,-47.00734429,-38.27180192,-29.34668784
-0.262499096,-0.002883421,-47.00734429,-38.27180192,-29.34668784,-20.23261436
-0.141876469,-0.000825295,-38.27180192,-29.34668784,-20.23261436,-10.93026518
-0.018705156,-1.41E-05,-29.34668784,-20.23261436,-10.93026518,-1.440395423
0.107004215,-0.000450878,-20.23261436,-10.93026518,-1.440395423,8.236168409
0.23524001,-0.00213605,-10.93026518,-1.440395423,8.236168409,18.0985284
0.365989588,-0.005068993,-1.440395423,8.236168409,18.0985284,28.14571531
0.499239304,-0.009248254,8.236168409,18.0985284,28.14571531,38.37668861
0.634974508,-0.014671503,18.0985284,28.14571531,38.37668861,48.79033663
0.773179551,-0.021335539,28.14571531,38.37668861,48.79033663,59.38547666
0.913837781,-0.029236287,38.37668861,48.79033663,59.38547666,70.16085515
1.056931551,-0.038368802,48.79033663,59.38547666,70.16085515,81.11514785
1.20244222,-0.048727268,59.38547666,70.16085515,81.11514785,92.24696007
1.350350155,-0.060305003,70.16085515,81.11514785,92.24696007,103.5548269
1.500634737,-0.07309446,81.11514785,92.24696007,103.5548269,115.0372135
1.653274364,-0.08708723,92.24696007,103.5548269,115.0372135,126.6925154
1.808246457,-0.102274046,103.5548269,115.0372135,126.6925154,138.5190589
1.965527463,-0.118644786,115.0372135,126.6925154,138.5190589,150.5151011
2.12509286,-0.136188476,126.6925154,138.5190589,150.5151011,162.6788309
2.286917167,-0.154893297,138.5190589,150.5151011,162.6788309,175.0083687
2.450973944,-0.174746589,150.5151011,162.6788309,175.0083687,187.5017675
2.617235803,-0.195734853,162.6788309,175.0083687,187.5017675,200.1570129
2.785674416,-0.217843763,175.0083687,187.5017675,200.1570129,212.9720237
2.956260515,-0.241058166,187.5017675,200.1570129,212.9720237,225.9446525
3.128963909,-0.265362089,200.1570129,212.9720237,225.9446525,239.0726864
3.303753486,-0.290738751,212.9720237,225.9446525,239.0726864,252.3538472
3.480597222,-0.317170564,225.9446525,239.0726864,252.3538472,265.7857922
3.659462194,-0.344639141,239.0726864,252.3538472,265.7857922,279.3661149
3.840314582,-0.373125309,252.3538472,265.7857922,279.3661149,293.0923457
4.023119687,-0.402609111,265.7857922,279.3661149,293.0923457,306.9619521
4.207841933,-0.433069818,279.3661149,293.0923457,306.9619521,320.9723401
4.394444883,-0.464485935,293.0923457,306.9619521,320.9723401,335.1208544
4.582891247,-0.496835216,306.9619521,320.9723401,335.1208544,349.4047795
4.773142893,-0.530094664,320.9723401,335.1208544,349.4047795,363.8213401
4.96516086,-0.564240552,335.1208544,349.4047795,363.8213401,378.3677024
5.158905367,-0.599248422,349.4047795,363.8213401,378.3677024,393.0409743
5.354335828,-0.635093106,363.8213401,378.3677024,393.0409743,407.838207
5.551410862,-0.671748727,378.3677024,393.0409743,407.838207,422.7563952
5.750088305,-0.70918872,393.0409743,407.838207,422.7563952,437.7924785
5.950325229,-0.747385834,407.838207,422.7563952,437.7924785,452.9433418
6.152077946,-0.786312151,422.7563952,437.7924785,452.9433418,468.2058168
6.35530203,-0.825939095,437.7924785,452.9433418,468.2058168,483.5766826
6.559952325,-0.866237443,452.9433418,468.2058168,483.5766826,499.052667
6.765982964,-0.907177342,468.2058168,483.5766826,499.052667,514.6304469
6.97334738,-0.948728318,483.5766826,499.052667,514.6304469,530.30665
7.181998322,-0.99085929,499.052667,514.6304469,530.30665,546.0778558
7.391887872,-1.033538586,514.6304469,530.30665,546.0778558,561.940596
7.602967456,-1.076733954,530.30665,546.0778558,561.940596,577.8913564
7.815187865,-1.120412577,546.0778558,561.940596,577.8913564,593.9265776
8.028499268,-1.16454109,561.940596,577.8913564,593.9265776,610.042656
8.242851229,-1.209085588,577.8913564,593.9265776,610.042656,626.2359455
8.458192722,-1.254011648,593.9265776,610.042656,626.2359455,642.5027581
8.67447215,-1.299284342,610.042656,626.2359455,642.5027581,658.8393651
8.891637361,-1.34486825,626.2359455,642.5027581,658.8393651,675.2419991
9.109635666,-1.390727477,642.5027581,658.8393651,675.2419991,691.7068539
9.328413855,-1.43682567,658.8393651,675.2419991,691.7068539,708.2300871
9.547918216,-1.483126033,675.2419991,691.7068539,708.2300871,724.8078204
9.768094552,-1.529591343,691.7068539,708.2300871,724.8078204,741.4361411
9.988888202,-1.576183969,708.2300871,724.8078204,741.4361411,758.1111038
10.21024405,-1.622865883,724.8078204,741.4361411,758.1111038,774.828731
10.43210657,-1.669598683,741.4361411,758.1111038,774.828731,791.585015
10.6544198,-1.716343608,758.1111038,774.828731,791.585015,808.3759191
10.8771274,-1.763061554,774.828731,791.585015,808.3759191,825.1973786
11.10017265,-1.809713092,791.585015,808.3759191,825.1973786,842.0453026
11.3234985,-1.856258486,808.3759191,825.1973786,842.0453026,858.915575
11.54704754,-1.902657712,825.1973786,842.0453026,858.915575,875.8040562
11.77076205,-1.948870473,842.0453026,858.915575,875.8040562,892.7065843
11.99458403,-1.994856221,858.915575,875.8040562,892.7065843,909.6189765
12.21845519,-2.040574169,875.8040562,892.7065843,909.6189765,926.5370305
12.442317,-2.085983318,892.7065843,909.6189765,926.5370305,943.4565259
12.66611069,-2.131042467,909.6189765,926.5370305,943.4565259,960.373226
12.88977728,-2.175710238,926.5370305,943.4565259,960.373226,977.2828786
13.11325758,-2.219945089,943.4565259,960.373226,977.2828786,994.1812179
13.33649225,-2.263705339,960.373226,977.2828786,994.1812179,1011.063966
13.55942179,-2.306949183,977.2828786,994.1812179,1011.063966,1027.926833
13.78198656,-2.349634709,994.1812179,1011.063966,1027.926833,1044.765522
14.00412682,-2.391719923,1011.063966,1027.926833,1044.765522,1061.575726
14.22578275,-2.433162764,1027.926833,1044.765522,1061.575726,1078.353132
14.44689444,-2.473921123,1044.765522,1061.575726,1078.353132,1095.093424
14.66740194,-2.513952865,1061.575726,1078.353132,1095.093424,1111.792279
14.88724528,-2.553215844,1078.353132,1095.093424,1111.792279,1128.445376
15.10636448,-2.591667927,1095.093424,1111.792279,1128.445376,1145.048389
15.32469958,-2.629267012,1111.792279,1128.445376,1145.048389,1161.596998
15.54219065,-2.665971044,1128.445376,1145.048389,1161.596998,1178.086883
15.75877782,-2.701738039,1145.048389,1161.596998,1178.086883,1194.513726
15.97440131,-2.7365261,1161.596998,1178.086883,1194.513726,1210.873218
16.18900143,-2.770293441,1178.086883,1194.513726,1210.873218,1227.161056
16.40251861,-2.802998399,1194.513726,1210.873218,1227.161056,1243.372944
16.61489343,-2.83459946,1210.873218,1227.161056,1243.372944,1259.504598
16.82606663,-2.865055276,1227.161056,1243.372944,1259.504598,1275.551744
17.03597914,-2.894324684,1243.372944,1259.504598,1275.551744,1291.510121
17.24457209,-2.922366725,1259.504598,1275.551744,1291.510121,1307.375484
17.45178685,-2.949140665,1275.551744,1291.510121,1307.375484,1323.143603
17.65756501,-2.974606011,1291.510121,1307.375484,1323.143603,1338.810264
17.86184846,-2.998722534,1307.375484,1323.143603,1338.810264,1354.371274
18.06457938,-3.021450286,1323.143603,1338.810264,1354.371274,1369.82246
18.26570022,-3.042749618,1338.810264,1354.371274,1369.82246,1385.15967
18.46515382,-3.0625812,1354.371274,1369.82246,1385.15967,1400.378775
18.66288332,-3.08090604,1369.82246,1385.15967,1400.378775,1415.475673
18.85883227,-3.097685504,1385.15967,1400.378775,1415.475673,1430.446286
19.05294458,-3.112881329,1400.378775,1415.475673,1430.446286,1445.286564
19.24516462,-3.126455648,1415.475673,1430.446286,1445.286564,1459.992486
19.43543714,-3.138371007,1430.446286,1445.286564,1459.992486,1474.560062
19.62370737,-3.148590378,1445.286564,1459.992486,1474.560062,1488.985335
19.80992102,-3.157077184,1459.992486,1474.560062,1488.985335,1503.264378
19.99402427,-3.163795312,1474.560062,1488.985335,1503.264378,1517.393302
20.17596384,-3.168709133,1488.985335,1503.264378,1517.393302,1531.368251
20.35568695,-3.17178352,1503.264378,1517.393302,1531.368251,1545.18541
20.5331414,-3.172983861,1517.393302,1531.368251,1545.18541,1558.841
20.70827553,-3.172276082,1531.368251,1545.18541,1558.841,1572.331283
20.8810383,-3.169626663,1545.18541,1558.841,1572.331283,1585.652563
21.05137926,-3.165002649,1558.841,1572.331283,1585.652563,1598.801184
21.21924857,-3.158371676,1572.331283,1585.652563,1598.801184,1611.773539
21.38459707,-3.149701977,1585.652563,1598.801184,1611.773539,1624.566061
21.54737623,-3.138962409,1598.801184,1611.773539,1624.566061,1637.175233
21.70753822,-3.126122459,1611.773539,1624.566061,1637.175233,1649.597585
21.86503588,-3.111152266,1624.566061,1637.175233,1649.597585,1661.829697
22.01982279,-3.094022636,1637.175233,1649.597585,1661.829697,1673.868196
22.17185325,-3.074705053,1649.597585,1661.829697,1673.868196,1685.709765
22.32108231,-3.0531717,1661.829697,1673.868196,1685.709765,1697.351136
22.46746579,-3.029395469,1673.868196,1685.709765,1697.351136,1708.789097
22.61096026,-3.003349977,1685.709765,1697.351136,1708.789097,1720.020491
22.75152314,-2.975009582,1697.351136,1708.789097,1720.020491,1731.042214
22.8891126,-2.944349393,1708.789097,1720.020491,1731.042214,1741.851225
23.02368769,-2.911345289,1720.020491,1731.042214,1741.851225,1752.444535
23.15520828,-2.875973927,1731.042214,1741.851225,1752.444535,1762.81922
23.28363508,-2.838212758,1741.851225,1752.444535,1762.81922,1772.972412
23.40892971,-2.79804004,1752.444535,1762.81922,1772.972412,1782.901307
23.53105464,-2.75543485,1762.81922,1772.972412,1782.901307,1792.603163
23.64997326,-2.710377095,1772.972412,1782.901307,1792.603163,1802.075301
23.76564986,-2.662847525,1782.901307,1792.603163,1802.075301,1811.315107
23.87804968,-2.612827744,1792.603163,1802.075301,1811.315107,1820.320031
23.98713887,-2.560300223,1802.075301,1811.315107,1820.320031,1829.087591
24.09288454,-2.505248309,1811.315107,1820.320031,1829.087591,1837.615372
24.19525479,-2.447656234,1820.320031,1829.087591,1837.615372,1845.901025
24.29421865,-2.38750913,1829.087591,1837.615372,1845.901025,1853.942272
24.38974618,-2.324793035,1837.615372,1845.901025,1853.942272,1861.736905
24.48180841,-2.259494903,1845.901025,1853.942272,1861.736905,1869.282784
24.5703774,-2.191602615,1853.942272,1861.736905,1869.282784,1876.577841
24.65542621,-2.121104986,1861.736905,1869.282784,1876.577841,1883.620083
24.73692894,-2.047991773,1869.282784,1876.577841,1883.620083,1890.407586
24.81486073,-1.972253686,1876.577841,1883.620083,1890.407586,1896.938501
24.88919777,-1.893882394,1883.620083,1890.407586,1896.938501,1903.211052
24.95991731,-1.81287053,1890.407586,1896.938501,1903.211052,1909.223539
25.02699764,-1.729211702,1896.938501,1903.211052,1909.223539,1914.974337
25.09041817,-1.642900498,1903.211052,1909.223539,1914.974337,1920.461896
25.15015936,-1.553932491,1909.223539,1914.974337,1920.461896,1925.684744
25.20620277,-1.462304247,1914.974337,1920.461896,1925.684744,1930.641483
25.25853105,-1.368013328,1920.461896,1925.684744,1930.641483,1935.330797
25.30712795,-1.271058299,1925.684744,1930.641483,1935.330797,1939.751444
25.35197835,-1.171438733,1930.641483,1935.330797,1939.751444,1943.902262
25.39306822,-1.069155213,1935.330797,1939.751444,1943.902262,1947.782167
25.43038468,-0.964209338,1939.751444,1943.902262,1947.782167,1951.390155
25.46391594,-0.856603724,1943.902262,1947.782167,1951.390155,1954.725301
25.49365136,-0.746342012,1947.782167,1951.390155,1954.725301,1957.786761
25.51958144,-0.633428865,1951.390155,1954.725301,1957.786761,1960.573769
25.54169781,-0.517869973,1954.725301,1957.786761,1960.573769,1963.085641
25.55999323,-0.399672055,1957.786761,1960.573769,1963.085641,1965.321774
25.57446162,-0.278842859,1960.573769,1963.085641,1965.321774,1967.281645
25.58509805,-0.155391165,1963.085641,1965.321774,1967.281645,1968.964812
25.59189872,-0.029326786,1965.321774,1967.281645,1968.964812,1970.370914
25.59486098,0.099339436,1967.281645,1968.964812,1970.370914,1971.499672
25.59398337,0.230595626,1968.964812,1970.370914,1971.499672,1972.350889
25.58926553,0.364428876,1970.370914,1971.499672,1972.350889,1972.924448
25.58070828,0.500825251,1971.499672,1972.350889,1972.924448,1973.220314
25.56831359,0.639769785,1972.350889,1972.924448,1973.220314,1973.238535
25.55208459,0.781246486,1972.924448,1973.220314,1973.238535,1972.979239
25.53202554,0.925238336,1973.220314,1973.238535,1972.979239,1972.442635
25.50814187,1.071727299,1973.238535,1972.979239,1972.442635,1971.629015
25.48044014,1.220694314,1972.979239,1972.442635,1971.629015,1970.538751
25.44892807,1.372119309,1972.442635,1971.629015,1970.538751,1969.172296
25.41361452,1.525981199,1971.629015,1970.538751,1969.172296,1967.530186
25.37450949,1.682257891,1970.538751,1969.172296,1967.530186,1965.613036
25.33162411,1.84092629,1969.172296,1967.530186,1965.613036,1963.42154
25.28497065,2.001962303,1967.530186,1965.613036,1963.42154,1960.956476
25.23456252,2.165340846,1965.613036,1963.42154,1960.956476,1958.2187
25.18041422,2.331035847,1963.42154,1960.956476,1958.2187,1955.209146
25.1225414,2.499020256,1960.956476,1958.2187,1955.209146,1951.92883
25.06096082,2.669266048,1958.2187,1955.209146,1951.92883,1948.378846
24.99569034,2.841744232,1955.209146,1951.92883,1948.378846,1944.560366
24.92674891,3.016424861,1951.92883,1948.378846,1944.560366,1940.47464
24.8541566,3.193277033,1948.378846,1944.560366,1940.47464,1936.122997
24.77793455,3.372268907,1944.560366,1940.47464,1936.122997,1931.506842
24.69810498,3.553367706,1940.47464,1936.122997,1931.506842,1926.627657
24.61469118,3.73653973,1936.122997,1931.506842,1926.627657,1921.486999
24.52771753,3.92175036,1931.506842,1926.627657,1921.486999,1916.086502
24.43720943,4.108964077,1926.627657,1921.486999,1916.086502,1910.427875
24.34319334,4.29814446,1921.486999,1916.086502,1910.427875,1904.512899
24.24569676,4.489254208,1916.086502,1910.427875,1904.512899,1898.34343
24.14474822,4.682255144,1910.427875,1904.512899,1898.34343,1891.921399
24.04037724,4.877108227,1904.512899,1898.34343,1891.921399,1885.248805
23.93261438,5.073773566,1898.34343,1891.921399,1885.248805,1878.327722
23.82149117,5.272210432,1891.921399,1885.248805,1878.327722,1871.160293
23.70704014,5.472377266,1885.248805,1878.327722,1871.160293,1863.748732
23.58929479,5.674231696,1878.327722,1871.160293,1863.748732,1856.09532
23.46828956,5.87773055,1871.160293,1863.748732,1856.09532,1848.20241
23.34405985,6.082829866,1863.748732,1856.09532,1848.20241,1840.072417
23.216642,6.289484907,1856.09532,1848.20241,1840.072417,1831.707829
23.08607328,6.497650179,1848.20241,1840.072417,1831.707829,1823.111194
22.95239183,6.707279439,1840.072417,1831.707829,1823.111194,1814.285127
22.81563673,6.918325712,1831.707829,1823.111194,1814.285127,1805.232308
22.67584791,7.130741309,1823.111194,1814.285127,1805.232308,1795.955478
22.53306617,7.344477838,1814.285127,1805.232308,1795.955478,1786.45744
22.38733317,7.559486221,1805.232308,1795.955478,1786.45744,1776.741058
22.23869141,7.775716711,1795.955478,1786.45744,1776.741058,1766.809255
22.08718418,7.993118906,1786.45744,1776.741058,1766.809255,1756.665014
21.93285562,8.211641766,1776.741058,1766.809255,1756.665014,1746.311375
21.77575062,8.431233633,1766.809255,1756.665014,1746.311375,1735.751433
21.61591486,8.651842242,1756.665014,1746.311375,1735.751433,1724.98834
21.45339478,8.873414743,1746.311375,1735.751433,1724.98834,1714.025302
21.28823756,9.095897716,1735.751433,1724.98834,1714.025302,1702.865576
21.12049109,9.319237189,1724.98834,1714.025302,1702.865576,1691.512474
20.95020398,9.543378657,1714.025302,1702.865576,1691.512474,1679.969357
20.7774255,9.768267099,1702.865576,1691.512474,1679.969357,1668.239633
20.60220564,9.993846998,1691.512474,1679.969357,1668.239633,1656.326763
20.42459499,10.22006236,1679.969357,1668.239633,1656.326763,1644.234251
20.2446448,10.44685672,1668.239633,1656.326763,1644.234251,1631.965647
20.06240694,10.67417319,1656.326763,1644.234251,1631.965647,1619.524547
19.87793387,10.90195445,1644.234251,1631.965647,1619.524547,1606.914589
19.69127862,11.13014279,1631.965647,1619.524547,1606.914589,1594.139453
19.50249478,11.35868009,1619.524547,1606.914589,1594.139453,1581.202858
19.31163649,11.58750789,1606.914589,1594.139453,1581.202858,1568.108565
19.1187584,11.81656739,1594.139453,1581.202858,1568.108565,1554.860368
18.92391567,12.04579946,1581.202858,1568.108565,1554.860368,1541.462103
18.72716393,12.27514467,1568.108565,1554.860368,1541.462103,1527.917635
18.52855927,12.50454329,1554.860368,1541.462103,1527.917635,1514.230867
18.32815824,12.73393537,1541.462103,1527.917635,1514.230867,1500.405732
18.12601778,12.96326068,1527.917635,1514.230867,1500.405732,1486.446194
17.92219526,13.19245879,1514.230867,1500.405732,1486.446194,1472.356246
17.71674839,13.42146906,1500.405732,1486.446194,1472.356246,1458.13991
17.50973528,13.6502307,1486.446194,1472.356246,1458.13991,1443.801231
17.30121435,13.87868272,1472.356246,1458.13991,1443.801231,1429.344284
17.09124435,14.10676403,1458.13991,1443.801231,1429.344284,1414.773163
16.87988432,14.33441342,1443.801231,1429.344284,1414.773163,1400.091986
16.66719356,14.56156958,1429.344284,1414.773163,1400.091986,1385.304891
16.45323166,14.78817112,1414.773163,1400.091986,1385.304891,1370.416036
16.2380584,15.01415662,1400.091986,1385.304891,1370.416036,1355.429593
16.0217338,15.23946462,1385.304891,1370.416036,1355.429593,1340.349755
15.80431805,15.46403366,1370.416036,1355.429593,1340.349755,1325.180726
15.58587153,15.68780231,1355.429593,1340.349755,1325.180726,1309.926724
15.36645473,15.91070913,1340.349755,1325.180726,1309.926724,1294.591978
15.1461283,16.1326928,1325.180726,1309.926724,1294.591978,1279.180729
14.92495297,16.35369203,1309.926724,1294.591978,1279.180729,1263.697223
14.70298957,16.57364567,1294.591978,1279.180729,1263.697223,1248.145717
14.48029897,16.79249266,1279.180729,1263.697223,1248.145717,1232.530469
14.25694209,17.01017211,1263.697223,1248.145717,1232.530469,1216.855746
14.03297986,17.22662329,1248.145717,1232.530469,1216.855746,1201.125812
13.8084732,17.44178566,1232.530469,1216.855746,1201.125812,1185.344936
13.58348303,17.65559889,1216.855746,1201.125812,1185.344936,1169.517386
13.35807019,17.86800288,1201.125812,1185.344936,1169.517386,1153.647425
13.13229546,18.0789378,1185.344936,1169.517386,1153.647425,1137.739315
12.90621953,18.28834406,1169.517386,1153.647425,1137.739315,1121.797312
12.67990298,18.4961624,1153.647425,1137.739315,1121.797312,1105.825666
12.45340626,18.70233386,1137.739315,1121.797312,1105.825666,1089.828619
12.22678965,18.90679983,1121.797312,1105.825666,1089.828619,1073.810401
12.00011326,19.10950204,1105.825666,1089.828619,1073.810401,1057.775235
11.77343701,19.31038264,1089.828619,1073.810401,1057.775235,1041.727328
11.54682059,19.50938413,1073.810401,1057.775235,1041.727328,1025.670874
11.32032345,19.70644948,1057.775235,1041.727328,1025.670874,1009.610052
11.0940048,19.90152208,1041.727328,1025.670874,1009.610052,993.5490242
10.86792355,20.09454577,1025.670874,1009.610052,993.5490242,977.4919334
10.6421383,20.28546491,1009.610052,993.5490242,977.4919334,961.4429033
10.41670735,20.47422432,993.5490242,977.4919334,961.4429033,945.4060362
10.19168865,20.66076939,977.4919334,961.4429033,945.4060362,929.3854116
9.967139778,20.84504603,961.4429033,945.4060362,929.3854116,913.3850851
9.743117944,21.0270007,945.4060362,929.3854116,913.3850851,897.4090866
9.519679949,21.20658047,929.3854116,913.3850851,897.4090866,881.4614194
9.296882172,21.383733,913.3850851,897.4090866,881.4614194,865.5460582
9.074780553,21.55840656,897.4090866,881.4614194,865.5460582,849.6669485
8.853430571,21.73055008,881.4614194,865.5460582,849.6669485,833.8280045
8.632887226,21.90011314,865.5460582,849.6669485,833.8280045,818.0331084
8.41320502,22.067046,849.6669485,833.8280045,818.0331084,802.2861085
8.19443794,22.2312996,833.8280045,818.0331084,802.2861085,786.5908186
7.976639435,22.39282561,818.0331084,802.2861085,786.5908186,770.9510158
7.759862405,22.55157643,802.2861085,786.5908186,770.9510158,755.3704402
7.544159175,22.7075052,786.5908186,770.9510158,755.3704402,739.8527928
7.329581484,22.86056583,770.9510158,755.3704402,739.8527928,724.4017351
7.116180466,23.010713,755.3704402,739.8527928,724.4017351,709.0208869
6.904006628,23.15790222,739.8527928,724.4017351,709.0208869,693.7138259
6.693109841,23.30208979,724.4017351,709.0208869,693.7138259,678.4840863
6.483539317,23.44323284,709.0208869,693.7138259,678.4840863,663.3351573
6.275343596,23.58128935,693.7138259,678.4840863,663.3351573,648.2704824
6.068570529,23.71621818,678.4840863,663.3351573,648.2704824,633.293458
5.863267262,23.84797904,663.3351573,648.2704824,633.293458,618.4074324
5.65948022,23.97653255,648.2704824,633.293458,618.4074324,603.6157048
5.457255093,24.10184024,633.293458,618.4074324,603.6157048,588.9215239
5.256636823,24.22386455,618.4074324,603.6157048,588.9215239,574.3280872
5.057669582,24.34256885,603.6157048,588.9215239,574.3280872,559.8385398
4.860396767,24.45791748,588.9215239,574.3280872,559.8385398,545.4559734
